🕘️更新时间,#genre#
CCTV-6,https://haoyunlai.serv00.net/Smartv-1.php?id=cctv6
CCTV-7,http://59.188.94.126:35455/bptv/10000100000000050000000003870750.m3u8
CCTV-7,http://120.76.248.139/live/bfgd/4200000127.m3u8
CCTV-7,http://182.37.169.94:352/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://112.46.105.20:8009/hls/504/index.m3u8
CCTV-7,https://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF
CCTV-7,http://ms.fxim.net:808/hls/7/index.m3u8
CCTV-7,http://tvbox6.icu/tv/migu.php?id=cctv7
CCTV-7,http://119.32.12.17:2901/udp/224.1.100.27:11111
CCTV-7,http://nctv.top/IDOEPpiryt/migu.php?id=cctv7
CCTV-7,http://60.29.124.66:6080/hls/18/index.m3u8
CCTV-8,https://player.cntv.cn/standard/live_HLSDRM20180524.swf?tai=cctv8&ChannelID=cctv8&videoTVChannel=cctv8&P2PChannelID=pd://cctv_p2p_cctv8$订阅源
CCTV-8,http://59.188.94.126:35455/bptv/10000100000000050000000003870838.m3u8
CCTV-8,http://120.76.248.139/live/bfgd/4200000066.m3u8
CCTV-8,http://112.46.105.20:8009/hls/8/index.m3u8
CCTV-8,http://ms.fxim.net:808/hls/8/index.m3u8
CCTV-8,http://tvbox6.icu/tv/migu.php?id=cctv8
CCTV-8,http://119.32.12.17:2901/udp/224.1.100.86:11111
CCTV-8,http://nctv.top/IDOEPpiryt/migu.php?id=cctv8
CCTV-8,http://60.29.124.66:6080/hls/19/index.m3u8
CCTV-8,https://haoyunlai.serv00.net/Smartv-1.php?id=cctv8hd
CCTV-9,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?v=180.171.5.8.9.6.3.9&vdnSID=&vdnIP=&vdnCountryCode=&vdnProvinceCode=&vdnCityCode=&vdnISPCode=&tai=cctvjilu&ChannelID=cctvjilu&videoTVChannel=cctvjilu&P2PChannelID=pd://cctv_p2p_cctvjilu$订阅源
CCTV-9,http://t.live.cntv.cn/m3u8/cctv400.m3u8$订阅源
CCTV-9,http://59.188.94.126:35455/bptv/10000100000000050000000003870752.m3u8
CCTV-9,http://120.76.248.139/live/bfgd/4200000128.m3u8
CCTV-9,http://112.46.105.20:8009/hls/509/index.m3u8
CCTV-9,http://ms.fxim.net:808/hls/9/index.m3u8
CCTV-9,http://tvbox6.icu/tv/migu.php?id=cctv9
CCTV-9,http://119.32.12.17:2901/udp/224.1.100.29:11111
CCTV-9,http://nctv.top/IDOEPpiryt/migu.php?id=cctv9
CCTV-9,http://60.29.124.66:6080/hls/20/index.m3u8
CCTV-10,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=cctv10&videoTVChannel=cctv10&P2PChannelID=pd://cctv_p2p_cctv10&tai=cctv10&VideoName=cctv10&channelID=cctv10$订阅源
CCTV-10,http://59.188.94.126:35455/bptv/10000100000000050000000003870753.m3u8
CCTV-10,http://120.76.248.139/live/bfgd/4200000129.m3u8
CCTV-10,http://182.37.169.94:352/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://112.46.105.20:8009/hls/506/index.m3u8
CCTV-10,http://222.134.245.16:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://ms.fxim.net:808/hls/10/index.m3u8
CCTV-10,http://tvbox6.icu/tv/migu.php?id=cctv10
CCTV-10,http://119.32.12.17:2901/udp/224.1.100.76:11111
CCTV-10,http://nctv.top/IDOEPpiryt/migu.php?id=cctv10
CCTV-11,https://player.cntv.cn/standard/live_HLSDRM20180524.swf?tai=cctv11&ChannelID=cctv11&videoTVChannel=cctv11&P2PChannelID=pd://cctv_p2p_cctv11$订阅源
CCTV-11,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=cctv11&videoTVChannel=cctv11&P2PChannelID=pd://cctv_p2p_cctv11&tai=cctv11&VideoName=cctv11&channelID=cctv11$订阅源
CCTV-11,http://59.188.94.126:35455/bptv/10000100000000050000000003870754.m3u8
CCTV-11,http://120.76.248.139/live/bfgd/4200000130.m3u8
CCTV-11,http://112.46.105.20:8009/hls/11/index.m3u8
CCTV-11,http://ms.fxim.net:808/hls/11/index.m3u8
CCTV-11,http://tvbox6.icu/tv/migu.php?id=cctv11
CCTV-11,http://119.32.12.17:2901/udp/224.1.100.44:11111
CCTV-11,http://nctv.top/IDOEPpiryt/migu.php?id=cctv11
CCTV-11,http://60.29.124.66:6080/hls/22/index.m3u8
CCTV-12,https://player.cntv.cn/standard/live_HLSDRM20180524.swf?tai=cctv12&ChannelID=cctv12&videoTVChannel=cctv12&P2PChannelID=pd://cctv_p2p_cctv12$订阅源
CCTV-12,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?v=180.171.5.8.9.6.3.9&vdnSID=&vdnIP=&vdnCountryCode=&vdnProvinceCode=&vdnCityCode=&vdnISPCode=&tai=cctv12&ChannelID=cctv12&videoTVChannel=cctv12&P2PChannelID=pd://cctv_p2p_cctv12$订阅源
CCTV-12,http://59.188.94.126:35455/bptv/10000100000000050000000003870755.m3u8
CCTV-12,http://120.76.248.139/live/bfgd/4200000131.m3u8
CCTV-12,http://182.37.169.94:352/tsfile/live/0001_1.m3u8
CCTV-12,http://112.46.105.20:8009/hls/507/index.m3u8
CCTV-12,http://222.134.245.16:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://ms.fxim.net:808/hls/12/index.m3u8
CCTV-12,http://tvbox6.icu/tv/migu.php?id=cctv12
CCTV-12,http://119.32.12.17:2901/udp/224.1.100.78:11111
CCTV-13,http://59.188.94.126:35455/bptv/10000100000000050000000004796248.m3u8
CCTV-13,http://120.76.248.139/live/bfgd/4200000067.m3u8
CCTV-13,http://112.46.105.20:8009/hls/13/index.m3u8
CCTV-13,http://222.134.245.16:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$订阅源
CCTV-13,http://tvbox6.icu/tv/migu.php?id=cctv13
CCTV-13,http://119.32.12.17:2901/udp/224.1.100.69:11111
CCTV-13,http://nctv.top/IDOEPpiryt/migu.php?id=cctv13
CCTV-13,http://60.29.124.66:6080/hls/23/index.m3u8
CCTV-13,http://113.195.8.194:9901/tsfile/live/0013_2.m3u8?key=txiptv&amp;amp;playlive=0&amp;amp;authid=0
CCTV-14,http://59.188.94.126:35455/bptv/10000100000000050000000003870756.m3u8
CCTV-14,http://120.76.248.139/live/bfgd/4200000132.m3u8
CCTV-14,http://112.46.105.20:8009/hls/14/index.m3u8
CCTV-14,http://222.134.245.16:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://tvbox6.icu/tv/migu.php?id=cctv14
CCTV-14,http://119.32.12.17:2901/udp/224.1.100.80:11111
CCTV-14,http://nctv.top/IDOEPpiryt/migu.php?id=cctv14
CCTV-14,http://60.29.124.66:6080/hls/25/index.m3u8
CCTV-14,http://113.195.8.194:9901/tsfile/live/0014_2.m3u8?key=txiptv&amp;amp;playlive=0&amp;amp;authid=0
CCTV-14,http://183.66.15.146:60901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0

📡卫视频道,#genre#
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4$订阅源
广东卫视,http://satellitepull.cnr.cn/live/wxgdws/playlist.m3u8$订阅源
广东卫视,http://120.76.248.139/live/bfgd/4200000092.m3u8
广东卫视,http://112.46.105.20:8009/hls/36/index.m3u8
广东卫视,http://ms.fxim.net:808/hls/27/index.m3u8
广东卫视,http://113.15.109.216:59901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://tvbox6.icu/tv/migu.php?id=gdws
广东卫视,http://119.32.12.17:2901/udp/224.1.100.96:11111
广东卫视,http://nctv.top/IDOEPpiryt/migu.php?id=gdws
广东卫视,http://113.195.8.194:9901/tsfile/live/0125_2.m3u8?key=txiptv&amp;amp;playlive=0&amp;amp;authid=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&amp;wsIPSercert=8de23d0849e78e3b16ec92a809235421&amp;wsMonitor=0#rtmp://zhibo.hkstv.tv/livestream/mutfysrq$订阅源
香港卫视,https://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8$订阅源
香港卫视,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=xianggangweishi&P2PChannelID=pd://cctv_p2p_hdxianggangweishi$订阅源
香港卫视,https://piccpndali.v.myalicdn.com/audio/xianggangweishi_2.m3u8$订阅源
香港卫视,rtmp://zhibo.hkstv.tv/livestream/mutfysrq$订阅源
浙江卫视,https://s1.abntelevision.com/avivamientoabr/stream/avivamientohd/avivamientohd/chunks.m3u8
浙江卫视,http://satellitepull.cnr.cn/live/wxzjws/playlist.m3u8
浙江卫视,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=zhejiang&P2PChannelID=pd://cctv_p2p_zhejiang$订阅源
浙江卫视,http://aa3.kkwk111.top/zj.php?id=zjws
浙江卫视,http://120.76.248.139/live/bfgd/4200000094.m3u8️更新时间
浙江卫视,http://182.37.169.94:352/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://112.46.105.20:8009/hls/34/index.m3u8
浙江卫视,http://ms.fxim.net:808/hls/14/index.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#mitv://generationnexxxt.com:19806/7bf4b3a65eaf421ab6d71bd8dcc4547a$订阅源
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8<br />$订阅源
湖南卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8$订阅源
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8
湖南卫视,http://120.76.248.139/live/bfgd/4200000086.m3u8
湖南卫视,http://182.37.169.94:352/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://112.46.105.20:8009/hls/32/index.m3u8
湖南卫视,http://222.134.245.16:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://ms.fxim.net:808/hls/29/index.m3u8
湖南卫视,http://113.15.109.216:59901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://tvbox6.icu/tv/migu.php?id=hunws
湖南卫视,http://119.32.12.17:2901/udp/224.1.100.98:11111
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8$订阅源
北京卫视,http://120.76.248.139/live/bfgd/4200000083.m3u8
北京卫视,http://182.37.169.94:352/tsfile/live/0122_1.m3u8
北京卫视,http://112.46.105.20:8009/hls/35/index.m3u8
北京卫视,http://222.134.245.16:9901/tsfile/live/0122_1.m3u8
北京卫视,http://ms.fxim.net:808/hls/22/index.m3u8
北京卫视,http://113.15.109.216:59901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://119.32.12.17:2901/udp/224.1.100.100:11111
北京卫视,http://113.195.8.194:9901/tsfile/live/0122_2.m3u8?key=txiptv&amp;amp;playlive=0&amp;amp;authid=0
北京卫视,http://omnix.cn:4000/udp/225.1.8.21:8002
湖北卫视,http://satellitepull.cnr.cn/live/wx32hubws/playlist.m3u8$订阅源
湖北卫视,http://120.76.248.139/live/bfgd/4200000102.m3u8
湖北卫视,http://182.37.169.94:352/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://www.745612.xyz:7788/rtp/235.254.198.72:1564
湖北卫视,http://112.46.105.20:8009/hls/39/index.m3u8
湖北卫视,http://ms.fxim.net:808/hls/30/index.m3u8
湖北卫视,http://tvbox6.icu/tv/migu.php?id=hubws
湖北卫视,http://119.32.12.17:2901/udp/224.1.100.68:11111
湖北卫视,http://nctv.top/IDOEPpiryt/migu.php?id=hbws
湖北卫视,http://113.195.8.194:9901/tsfile/live/0132_1.m3u8?key=txiptv&amp;amp;playlive=1&amp;amp;authid=0
黑龙江卫视,https://s1.abntelevision.com/avivamientoabr/stream/avivamientohd/avivamientohd/chunks.m3u8
黑龙江卫视,http://satellitepull.cnr.cn/live/wx32hljws/playlist.m3u8$订阅源
黑龙江卫视,http://120.76.248.139/live/bfgd/4200000095.m3u8
黑龙江卫视,http://182.37.169.94:352/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://112.46.105.20:8009/hls/38/index.m3u8
黑龙江卫视,http://113.15.109.216:59901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://113.195.8.194:9901/tsfile/live/0143_1.m3u8?key=txiptv&amp;amp;playlive=1&amp;amp;authid=0
黑龙江卫视,http://183.66.15.146:60901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://180.213.174.225:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.139:11111
安徽卫视,http://satellitepull.cnr.cn/live/wxahws/playlist.m3u8$订阅源
安徽卫视,http://120.76.248.139/live/bfgd/4200000096.m3u8
安徽卫视,http://182.37.169.94:352/tsfile/live/0130_1.m3u8
安徽卫视,http://112.46.105.20:8009/hls/42/index.m3u8
安徽卫视,http://222.134.245.16:9901/tsfile/live/0130_1.m3u8
安徽卫视,http://ms.fxim.net:808/hls/18/index.m3u8
安徽卫视,http://119.32.12.17:2901/udp/224.1.100.66:11111
安徽卫视,http://nctv.top/IDOEPpiryt/migu.php?id=ahws
安徽卫视,http://123.159.135.253:9901/tsfile/live/0130_2.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://183.66.15.146:60901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://satellitepull.cnr.cn/live/wxcqws/playlist.m3u8$订阅源
重庆卫视,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=chongqing&videoTVChannel=chongqing&P2PChannelID=pd://cctv_p2p_hdchongqing&tai=chongqing&VideoName=chongqing&channelID=chongqing$订阅源
重庆卫视,http://120.76.248.139/live/bfgd/4200000107.m3u8
重庆卫视,http://182.37.169.94:352/tsfile/live/0142_1.m3u8
重庆卫视,http://112.46.105.20:8009/hls/43/index.m3u8
重庆卫视,http://222.134.245.16:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://ms.fxim.net:808/hls/19/index.m3u8
重庆卫视,http://113.15.109.216:59901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://tvbox6.icu/tv/migu.php?id=cqws
重庆卫视,http://119.32.12.17:2901/udp/224.1.100.102:11111
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8$订阅源
东方卫视,http://satellitepull.cnr.cn/live/wx32dfws/playlist.m3u8
东方卫视,http://120.76.248.139/live/bfgd/4200000093.m3u8
东方卫视,http://112.46.105.20:8009/hls/31/index.m3u8
东方卫视,http://222.134.245.16:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://ms.fxim.net:808/hls/17/index.m3u8
东方卫视,http://113.15.109.216:59901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://tvbox6.icu/tv/migu.php?id=dfws
东方卫视,http://119.32.12.17:2901/udp/224.1.100.48:11111
东方卫视,http://nctv.top/IDOEPpiryt/migu.php?id=dfws
东南卫视,http://satellitepull.cnr.cn/live/wx32fjws/playlist.m3u8$订阅源
东南卫视,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=dongnan&P2PChannelID=pd://cctv_p2p_dongnan$订阅源
东南卫视,http://aa3.kkwk111.top/fj.php?id=5
东南卫视,http://120.76.248.139/live/bfgd/4200000483.m3u8
东南卫视,http://182.37.169.94:352/tsfile/live/0137_1.m3u8
东南卫视,http://112.46.105.20:8009/hls/45/index.m3u8
东南卫视,http://113.15.109.216:59901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://119.32.12.17:2901/udp/224.1.100.56:11111
东南卫视,http://nctv.top/IDOEPpiryt/migu.php?id=dnws
东南卫视,http://113.195.8.194:9901/tsfile/live/0137_1.m3u8?key=txiptv&amp;amp;playlive=1&amp;amp;authid=0
甘肃卫视,http://satellitepull.cnr.cn/live/wxgsws/playlist.m3u8$订阅源
甘肃卫视,http://120.76.248.139/live/bfgd/4200000119.m3u8
甘肃卫视,http://182.37.169.94:352/tsfile/live/0141_1.m3u8
甘肃卫视,http://112.46.105.20:8009/hls/51/index.m3u8
甘肃卫视,http://222.134.245.16:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://ms.fxim.net:808/hls/26/index.m3u8
甘肃卫视,http://tvbox6.icu/tv/migu.php?id=gsws
甘肃卫视,http://119.32.12.17:2901/udp/224.1.100.10:11111
甘肃卫视,http://nctv.top/IDOEPpiryt/migu.php?id=gsws
甘肃卫视,http://183.66.15.146:60901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://120.76.248.139/live/bfgd/4200000116.m3u8
广西卫视,http://112.46.105.20:8009/hls/53/index.m3u8
广西卫视,http://222.134.245.16:9901/tsfile/live/0113_1.m3u8
广西卫视,http://113.15.109.216:59901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://tvbox6.icu/tv/migu.php?id=gxws
广西卫视,http://119.32.12.17:2901/udp/224.1.100.110:11111
广西卫视,http://nctv.top/IDOEPpiryt/migu.php?id=gxws
广西卫视,http://113.195.8.194:9901/tsfile/live/0113_2.m3u8?key=txiptv&amp;amp;playlive=0&amp;amp;authid=0
广西卫视,https://haoyunlai.serv00.net/Smartv-1.php?id=guangxi
广西卫视,http://123.159.135.253:9901/tsfile/live/0112_1.m3u8?key=txiptv&amp;amp;playlive=0&amp;amp;authid=0
贵州卫视,http://satellitepull.cnr.cn/live/wx32gzws/playlist.m3u8$订阅源
贵州卫视,http://120.76.248.139/live/bfgd/4200000101.m3u8
贵州卫视,http://182.37.169.94:352/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://112.46.105.20:8009/hls/50/index.m3u8
贵州卫视,http://113.15.109.216:59901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://tvbox6.icu/tv/migu.php?id=gzws
贵州卫视,http://119.32.12.17:2901/udp/224.1.100.58:11111
贵州卫视,http://nctv.top/IDOEPpiryt/migu.php?id=gzws
贵州卫视,http://123.159.135.253:9901/tsfile/live/0142_1.m3u8?key=txiptv&amp;amp;playlive=0&amp;amp;authid=0
贵州卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.57:11111
海南卫视,http://satellitepull.cnr.cn/live/wxhainlyws/playlist.m3u8$订阅源
海南卫视,http://120.76.248.139/live/bfgd/4200000473.m3u8
海南卫视,http://182.37.169.94:352/tsfile/live/1000_1.m3u8
海南卫视,http://tvbox6.icu/tv/migu.php?id=hinws
海南卫视,http://119.32.12.17:2901/udp/224.1.100.15:11111
海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws$订阅源
海南卫视,http://112.132.10.54:9901/tsfile/live/1023_1.m3u8
海南卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.15:11111
海南卫视,http://111.43.126.240:9003/hls/53/index.m3u8
海南卫视,http://60.209.125.254:352/tsfile/live/1000_1.m3u8?ace
河北卫视,http://satellitepull.cnr.cn/live/wxhebws/playlist.m3u8$订阅源
河北卫视,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=hebei&videoTVChannel=hebei&P2PChannelID=pd://cctv_p2p_hebei&tai=hebei&VideoName=hebei&channelID=hebei$订阅源
河北卫视,http://120.76.248.139/live/bfgd/4200000108.m3u8
河北卫视,http://182.37.169.94:352/tsfile/live/0117_1.m3u8
河北卫视,http://112.46.105.20:8009/hls/55/index.m3u8
河北卫视,http://ms.fxim.net:808/hls/31/index.m3u8
河北卫视,http://113.15.109.216:59901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://119.32.12.17:2901/udp/224.1.100.19:11111
河北卫视,http://183.66.15.146:60901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://180.213.174.225:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws$订阅源
河南卫视,http://satellitepull.cnr.cn/live/wxhnws/playlist.m3u8$订阅源
河南卫视,http://120.76.248.139/live/bfgd/4200000339.m3u8
河南卫视,http://182.37.169.94:352/tsfile/live/0139_1.m3u8
河南卫视,http://112.46.105.20:8009/hls/46/index.m3u8
